Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2/01/2017 21:00,1005.8,1006.53,1004.94,1006.08,199.9268602,201233.5585,1006.133877
2/01/2017 22:00,1006.49,1015,1006.06,1014.99,767.4782894,775452.9553,1011.611143
2/01/2017 23:00,1014.99,1024,1014.59,1020,528.6501869,539702.0531,1020.482266
3/01/2017 0:00,1020,1024.92,1015.98,1024.92,655.3327744,669761.2252,1022.526054
3/01/2017 1:00,1024.92,1025,1020.55,1024.96,161.7902583,165732.1177,1024.280326
3/01/2017 2:00,1022.97,1024.99,998.72,1015.4,794.633674,803137.8974,1016.931636
3/01/2017 3:00,1015.41,1024.89,1013.23,1022.5,282.5185398,287390.8485,1017.020905
3/01/2017 4:00,1022.95,1030,1021.88,1026.65,411.740269,422117.0746,1025.000979
3/01/2017 5:00,1026.65,1032,1025.5,1025.7,447.1795278,459812.4398,1028.064332
3/01/2017 6:00,1025.7,1025.7,1022,1022,222.7643733,227943.1919,1023.133429
3/01/2017 7:00,1022,1023.89,1010,1012.99,363.1715524,369592.873,1020.253237
3/01/2017 8:00,1012.94,1014.88,1009.12,1009.88,501.4633345,506792.3913,1011.31369
3/01/2017 9:00,1009.88,1013.5,990.01,1013.5,759.4696832,760305.7764,1004.932154
3/01/2017 10:00,1014.07,1018.84,1008.49,1012.5,230.2110665,233291.0692,1012.035019
3/01/2017 11:00,1012,1017.77,1011.97,1016.8,374.8096913,381212.9125,1013.894333
3/01/2017 12:00,1016.8,1016.8,1011.25,1012.54,159.1398813,161309.1527,1013.98847
3/01/2017 13:00,1011.44,1020,1011.43,1019.24,284.7301942,289439.9769,1017.357198
3/01/2017 14:00,1019.24,1024.99,1018.71,1024.94,194.8535156,199066.3845,1021.091237
3/01/2017 15:00,1022.42,1029.92,999.99,1014.56,1509.466374,1530838.838,1015.415965
3/01/2017 16:00,1015.01,1023.93,1014.56,1023.5,187.4232959,191749.3339,1023.385058
3/01/2017 17:00,1023,1024.96,1023,1023.57,99.98244599,102309.8098,1023.323049
3/01/2017 18:00,1023.59,1023.61,1020,1020.06,214.0617219,244505.857,1022.055919
3/01/2017 19:00,1020.06,1020.06,1009.89,1015.33,296.2054468,301508.3997,1017.579793
3/01/2017 20:00,1012.96,1014.31,1009.08,1014.31,153.7855673,155634.1049,1012.262275
3/01/2017 21:00,1014.07,1018.73,1012.06,1016,181.2704528,184119.7484,1014.818071
3/01/2017 22:00,1016,1020.95,1015.15,1016.5,425.0680776,433877.3871,1018.241565
3/01/2017 23:00,1017.87,1022.51,1015.15,1020.24,305.2768384,310914.6886,1018.251047
4/01/2017 0:00,1020.28,1024,1020,1023.5,262.6341457,268561.8634,1022.837136
4/01/2017 1:00,1023.49,1026.5,1022.6,1023.75,531.9226571,544665.6957,1023.555228
4/01/2017 2:00,1023.72,1023.75,1019.97,1019.98,387.9585985,398289.8401,1021.722956
4/01/2017 3:00,1019.98,1020,1015.23,1017.96,177.8371473,181025.7176,1018.214944
4/01/2017 4:00,1017.96,1024.6,1015.24,1020,205.9317346,209990.0964,1018.751957
4/01/2017 5:00,1019.54,1020.99,1018.54,1020.98,265.4292582,270756.5413,1019.898753
4/01/2017 6:00,1020.32,1020.98,1019.42,1019.88,35.87711818,36586.77255,1019.933744
4/01/2017 7:00,1019.88,1020.99,1019.51,1020.34,164.7673236,168154.1854,1020.558976
4/01/2017 8:00,1020.34,1021.48,1016.21,1016.73,758.7854204,773193.5014,1017.717346
4/01/2017 9:00,1016.73,1020.28,1016.19,1017.12,271.6304823,276364.8217,1017.716862
4/01/2017 10:00,1017.81,1021.5,1017.12,1021.46,360.3952187,367818.2809,1020.718061
4/01/2017 11:00,1021.42,1023.63,1019.04,1022.99,378.2100575,386195.977,1021.630226
4/01/2017 12:00,1022.99,1039,1022.82,1035.24,1415.406029,1458504.219,1032.63077
4/01/2017 13:00,1035.51,1038.5,1032.33,1032.33,285.0574518,295261.3767,1036.105669
4/01/2017 14:00,1032.04,1035.41,1028.56,1034.47,358.4342536,371089.6893,1033.244636
4/01/2017 15:00,1034.49,1041,1033.5,1037.65,621.3319679,644170.3756,1037.561394
4/01/2017 16:00,1036.86,1042,1036.67,1041.53,262.1390229,273575.4269,1039.569527
4/01/2017 17:00,1041.53,1046,1038.35,1042.64,317.2521521,330702.9673,1042.737108
4/01/2017 18:00,1042.62,1054.72,1041.24,1047.79,680.47754,714734.8727,1046.890396
4/01/2017 19:00,1047.79,1049.99,1038.35,1046.17,389.7799313,408208.3708,1045.46901
4/01/2017 20:00,1047.04,1057,1047.03,1056.98,306.0554222,322131.6959,1051.976445
4/01/2017 21:00,1055.97,1057,1052.62,1055.69,423.6927326,447302.0313,1055.702882
4/01/2017 22:00,1055.7,1065,1053.03,1065,762.6278361,807883.809,1059.765671
4/01/2017 23:00,1065,1078,1062.91,1078,748.538611,801355.7462,1069.183955
5/01/2017 0:00,1078,1089.19,1070.03,1081.93,1158.505486,1252206.745,1080.839707
5/01/2017 1:00,1080.14,1090.47,1077.2,1088.97,871.5290398,946601.4632,1085.752781
5/01/2017 2:00,1088.5,1098.76,1082.41,1098,1347.56816,1470625.981,1091.648163
5/01/2017 3:00,1094.99,1098.58,1059.73,1086.01,1601.465041,1718837.752,1081.929911
5/01/2017 4:00,1085.09,1090,1083.73,1089.08,782.0330402,849249.1887,1086.080461
5/01/2017 5:00,1088.89,1098.77,1085.66,1094.9,837.0577832,914426.9734,1092.275984
5/01/2017 6:00,1096.58,1129.9,1094.5,1129.8,2153.282371,2397691.239,1114.984992
5/01/2017 7:00,1129.8,1139.89,1123.02,1134.81,1237.803725,1400023.766,1131.254233
5/01/2017 8:00,1133.35,1135,1092.1,1115.45,2610.540841,2895085.478,1113.014501
5/01/2017 9:00,1115.45,1127.93,1092.05,1092.1,1237.750958,1376082.597,1114.728965
5/01/2017 10:00,1092.05,1104.98,1078,1090,1062.993394,1157697.768,1092.104297
5/01/2017 11:00,1090,1129.8,1090,1127.98,934.0992999,1037486.708,1110.738793
5/01/2017 12:00,1127.97,1130.82,1103.57,1114.92,579.7217259,655319.5388,1119.998346
5/01/2017 13:00,1114.38,1114.92,1086.5,1088.62,388.6846112,427312.7549,1101.186834
5/01/2017 14:00,1088.6,1110,1086.5,1107.89,538.5854582,591672.3725,1098.154501
5/01/2017 15:00,1107.93,1117.87,1097.63,1102.12,346.9153449,418629.3087,1109.038137
5/01/2017 16:00,1102.12,1124,1102.12,1116.39,540.753386,625848.7194,1116.357585
5/01/2017 17:00,1116.39,1119.22,1116.39,1118.05,182.9377684,204443.5308,1117.88917
5/01/2017 18:00,1118.05,1124,1110,1120.28,465.0606009,520756.1706,1120.116115
5/01/2017 19:00,1120.19,1120.48,1116.39,1117.96,189.6672946,212088.5103,1118.635354
5/01/2017 20:00,1117.93,1117.94,1105.59,1109.84,172.7839051,192572.8211,1114.032887
5/01/2017 21:00,1109.01,1136.72,1105.6,1133.55,1309.106178,1465392.662,1121.043636
5/01/2017 22:00,1133.55,1136.48,1050,1073.04,2977.005455,3226978.112,1095.442253
5/01/2017 23:00,1073.02,1115,1070.02,1097.26,1367.866403,1500305.426,1094.635078
6/01/2017 0:00,1094.99,1106.92,1086.12,1096.8,696.1102893,763081.922,1095.615374
6/01/2017 1:00,1096.8,1098.23,982,982.22,5140.42982,5299778.236,1057.269706
6/01/2017 2:00,982.22,1014.96,885.41,950.01,8752.050363,8250011.3,951.7490285
6/01/2017 3:00,952.32,970.97,940,958.98,2054.712783,1958302.226,953.4724563
6/01/2017 4:00,958.98,996,947.01,992.84,1307.904159,1277305.445,973.3629852
6/01/2017 5:00,992.84,992.86,933.19,955,2583.417279,2489340.126,970.1398568
6/01/2017 6:00,954.01,970.51,951.05,964.04,1053.828544,1014533.975,962.6750795
6/01/2017 7:00,964.11,984.99,964.06,979.52,787.1006346,769451.1449,976.5322063
6/01/2017 8:00,980,983.92,937,961.65,916.7578684,878677.5031,967.3146135
6/01/2017 9:00,958.65,977.81,951.8,969.94,873.128971,842202.2661,966.0896498
6/01/2017 10:00,969.9,974.3,961,974.3,1085.905862,1053286.29,968.9867112
6/01/2017 11:00,974.5,1009.99,970.95,1009,1308.486486,1295421.781,989.2578046
6/01/2017 12:00,1009,1025.03,987.06,1004.74,922.5616541,928531.5735,1002.711352
6/01/2017 13:00,1004.73,1016.09,999.82,1016.09,240.4745757,242658.222,1008.172538
6/01/2017 14:00,1016.09,1026.99,1013.98,1017.52,435.7060241,444698.7621,1021.46724
6/01/2017 15:00,1017.52,1019.01,958.72,958.72,762.5452234,752133.7236,1000.50218
6/01/2017 16:00,958.72,987.48,955.01,981.2,430.3903838,417264.3939,972.5793774
6/01/2017 17:00,981.21,985.93,953.11,970.1,490.5191291,477028.1114,976.7807816
6/01/2017 18:00,969.92,989.43,969.92,981.16,255.9940359,252987.8931,980.4462049
6/01/2017 19:00,980.06,984.46,970.15,980.54,211.5834971,212826.938,978.9459749
6/01/2017 20:00,980.96,989.97,974.11,980.49,478.0349248,481783.1655,981.4892027
6/01/2017 21:00,981.53,985.53,937.21,960.43,1470.6309,1410505.503,959.2607835
6/01/2017 22:00,958.5,964.33,905,934.1,1951.084379,1821608.715,944.247845
6/01/2017 23:00,933.02,944.44,911,925,1438.559619,1328896.517,928.3641851
7/01/2017 0:00,924.79,928.46,871,898.98,5183.889137,4639871.209,899.7877907
7/01/2017 1:00,900.03,902,880,885.25,1146.072892,1016618.112,888.6174304
7/01/2017 2:00,885.26,905,882.73,899.28,1608.49328,1440382.935,894.7044561
7/01/2017 3:00,901,904.99,878,900,2154.249086,1914125.816,894.8776713
7/01/2017 4:00,900.02,917.97,900,912,1576.66425,1438453.699,912.3887628
7/01/2017 5:00,912,919.99,901.15,902.25,1589.062764,1451222.105,912.9222486
7/01/2017 6:00,902.32,914.99,902.21,914.96,664.2521627,604743.5165,910.8086528
7/01/2017 7:00,914.95,918.51,880.01,890.78,1235.83445,1108882.64,899.9071804
7/01/2017 8:00,890.73,902.99,885.91,890.85,573.2220774,512783.4734,893.9357123
7/01/2017 9:00,890.81,893.98,880,887.94,934.8401525,829817.5693,887.4686372
7/01/2017 10:00,887.94,905.73,884.5,896.77,971.2601497,871603.7128,896.1450704
7/01/2017 11:00,896.77,897,881.37,888.94,1147.033597,1019597.067,888.6456396
7/01/2017 12:00,887.73,895.78,879.4,893.89,977.271044,867138.4668,888.6295902
7/01/2017 13:00,894.02,900.16,884.41,884.43,545.9553682,490081.1464,891.5041105
7/01/2017 14:00,884.53,895.99,856.42,865.03,1149.295966,1010762.46,885.4449296
7/01/2017 15:00,864.61,866.53,827.94,846.72,2360.868815,1989551.078,846.8016232
7/01/2017 16:00,849.8,853,825,842.01,1231.465296,1030036.203,836.8960898
7/01/2017 17:00,842.01,842.02,821.22,836.74,1419.626377,1180082.059,832.1922226
7/01/2017 18:00,837.48,849.96,827.62,827.62,478.182648,413858.2241,838.0619078
7/01/2017 19:00,827.62,836.42,825.43,827.21,367.2829139,309209.2869,829.9046733
7/01/2017 20:00,825.83,833.75,820,829.91,722.0516016,597862.0051,827.6566426
7/01/2017 21:00,825.63,832.63,814.69,814.69,911.0374293,750364.6852,824.1763916
7/01/2017 22:00,814,887,812.28,884.9,1744.250928,1474874.189,834.5802529
7/01/2017 23:00,884.05,885.17,864.54,879.76,1325.304603,1158582.47,872.3550226
8/01/2017 0:00,879.77,884.44,869.46,874.01,266.2296814,235595.9633,874.6714289
8/01/2017 1:00,874.01,897.8,874.01,883.03,1009.855826,897922.8279,886.9099205
8/01/2017 2:00,883.03,884.02,861.33,874.24,1026.062909,896726.178,872.0218232
8/01/2017 3:00,874.24,891.35,869.1,887.78,438.8613111,389223.0771,879.5889958
8/01/2017 4:00,888,888.84,879.9,887.99,286.1206316,256514.7621,883.6769494
8/01/2017 5:00,888,905,888,893.31,1614.940462,1450361.608,898.2057893
8/01/2017 6:00,896.88,906,894.49,901.03,580.713453,526023.4046,900.7682896
8/01/2017 7:00,901.92,905,881.59,892.01,745.328306,667480.9544,895.1694229
8/01/2017 8:00,892,899.65,882,884.28,396.8514385,356790.2592,894.7462745
8/01/2017 9:00,886.66,891.12,882.02,887.66,380.0854868,340224.3041,886.9919104
8/01/2017 10:00,887.35,895,879.98,889.77,431.4040753,463588.5778,887.9387478
8/01/2017 11:00,889.77,904.99,887.19,897.34,431.8658916,387684.4224,896.1921992
8/01/2017 12:00,897.42,907.05,892.14,906.2,379.0782316,350066.5155,899.1180571
8/01/2017 13:00,906.2,906.88,892.57,895.7,167.1554722,150794.3369,900.8749025
8/01/2017 14:00,899.46,901.55,895.74,898.94,122.6050995,110157.4058,899.1707526
8/01/2017 15:00,898.86,915,898.86,915,545.7835239,496404.9539,905.2341877
8/01/2017 16:00,915,920.4,913.49,917.54,310.5983461,284992.861,915.6761621
8/01/2017 17:00,918.05,938,916.2,937.05,505.83281,469857.6134,927.2982142
8/01/2017 18:00,938,941.81,919.25,931.47,613.3318794,591990.0807,933.9340391
8/01/2017 19:00,931.47,939.86,925.03,935.01,379.7870206,366235.7711,931.4551946
8/01/2017 20:00,935.01,940,926.07,929.37,624.10591,584664.7958,932.5968806
8/01/2017 21:00,929.35,933.81,921.52,930.15,445.2693057,415091.3456,930.3408622
8/01/2017 22:00,930.15,934.98,928.61,929.53,326.5323546,324173.0613,931.2817619
8/01/2017 23:00,929.53,932,925.15,927.48,211.4244902,197313.0318,926.9474477
9/01/2017 0:00,927.7,928.74,898,901.89,457.4722253,418406.1094,923.2984112
9/01/2017 1:00,905,916.02,905,907.81,238.7805024,220747.9881,911.8228969
9/01/2017 2:00,907.83,924.83,907.83,913.49,196.9807386,180929.3482,917.7339399
9/01/2017 3:00,915.15,921.09,913.8,918.05,221.7318725,203298.9346,917.9076661
9/01/2017 4:00,917.88,917.88,892.46,904.06,903.418596,813228.6135,902.2392653
9/01/2017 5:00,904.06,906,895.49,896.91,611.7881543,551022.099,900.8893808
9/01/2017 6:00,896.92,910.91,881.3,904.33,854.2344684,762446.8975,894.0028344
9/01/2017 7:00,904.74,908.67,900,903.33,313.4530354,283042.4535,903.8987278
9/01/2017 8:00,903.71,907.94,895.01,900.48,160.6948442,144595.0678,901.0351121
9/01/2017 9:00,900.29,909.73,897.05,907.05,195.3046049,176895.6249,905.4929701
9/01/2017 10:00,907.11,914.3,906.76,906.76,109.0241086,99258.27255,910.6172922
9/01/2017 11:00,906.76,912,900.01,910.83,184.836541,167218.5343,907.1893165
9/01/2017 12:00,910.69,912,905.11,909.75,170.156764,154663.0406,908.5550494
9/01/2017 13:00,909.8,912.87,887,887.91,388.8925306,347804.3411,900.8822319
9/01/2017 14:00,887.91,895.81,875,881.26,1145.682205,1011980.428,884.1927097
9/01/2017 15:00,886.01,892,879.21,891.67,131.9466691,125620.6646,885.7047509
9/01/2017 16:00,891.68,891.98,884.84,888.77,57.56140822,60034.71041,889.1000891
9/01/2017 17:00,888.77,888.99,880.42,884.65,25.63622139,23138.18333,885.5300173
9/01/2017 18:00,884.65,899.56,884.65,894.41,318.0266664,283938.9158,893.3331739
9/01/2017 19:00,894.38,898.69,890.04,894.27,153.4603897,137349.8256,894.2733528
9/01/2017 20:00,892.32,897,883.17,884.91,200.4670843,178066.7966,889.6942002
9/01/2017 21:00,885,889.96,882.8,889.96,478.0092629,423342.5935,887.371457
9/01/2017 22:00,889.93,889.95,879.94,883.41,380.7125153,336191.9088,883.0943261
9/01/2017 23:00,883.34,905,880.98,903.62,588.7552669,527648.1351,894.0014707
10/01/2017 0:00,900.34,908.63,899.5,900.83,425.6829933,384652.8779,903.5587095
10/01/2017 1:00,900.83,910.58,899.5,905.77,580.1736746,526732.3159,907.019238
10/01/2017 2:00,904.63,908.91,901.28,902.45,249.5731203,225485.8103,904.0482312
10/01/2017 3:00,902.45,902.62,896.04,900.99,265.6771297,239069.0298,900.7013253
10/01/2017 4:00,901,904,897.77,901.79,183.9084968,165766.3949,901.6773497
10/01/2017 5:00,901.79,901.79,888.11,888.59,776.5222377,692610.4836,892.8200308
10/01/2017 6:00,888.56,894.54,888,889.89,117.1190311,104226.3252,890.2017387
10/01/2017 7:00,889.86,889.99,884.98,888.63,221.444675,196460.4282,888.0560433
10/01/2017 8:00,887.48,894.29,883.98,894.14,519.0737857,461210.8392,889.6699779
10/01/2017 9:00,894.17,897.63,885.24,890.03,408.9272062,363668.8363,893.4031414
10/01/2017 10:00,890.09,895.27,889,893.2,351.9294543,314242.4867,892.4890183
10/01/2017 11:00,891.9,896.48,887.33,896.48,234.051867,208845.1665,892.706887
10/01/2017 12:00,896.48,899.99,892.54,896.23,545.5145083,489490.8967,898.0346224
10/01/2017 13:00,896.09,904.72,894.89,904.72,267.5617265,240597.0199,897.7563924
10/01/2017 14:00,904.72,909.99,901.01,906.34,357.3700639,323815.7316,905.7262323
10/01/2017 15:00,906.24,907.5,903,905.72,194.0986686,175723.6526,905.8873276
10/01/2017 16:00,902.41,906.17,894.93,899.69,376.0138009,338357.4065,900.8716299
10/01/2017 17:00,899.69,900,891.59,895.62,218.6803369,195766.9307,895.5385298
10/01/2017 18:00,895.62,898.89,889.41,893.55,158.2722347,141365.0497,895.1456975
10/01/2017 19:00,894.23,897.03,890.41,894.4,342.384688,306280.0617,894.1179127
10/01/2017 20:00,895.59,900.09,893.1,898.03,203.8441413,182912.9522,896.5335167
10/01/2017 21:00,900,905.19,898.03,901.16,259.8908646,234472.6762,903.005543
10/01/2017 22:00,901.87,907,900.17,907,274.1016264,248183.0542,903.9937094
10/01/2017 23:00,906.87,912.47,905.88,909.98,278.1182438,252920.4321,909.3045222
11/01/2017 0:00,909.85,909.85,895.93,902.38,370.660181,334697.8388,905.0546122
11/01/2017 1:00,902.33,907.38,899.5,904.36,540.864553,490124.7457,903.4154767
11/01/2017 2:00,904.36,907.99,900.85,901.33,377.8441977,341578.007,904.6816218
11/01/2017 3:00,901.9,904.77,898.25,899.95,964.7471174,868871.0119,901.732782
11/01/2017 4:00,899.95,904.43,898.85,903.77,723.5853983,654297.8041,902.0692732
11/01/2017 5:00,903.76,903.8,900.24,903.51,340.5916958,307405.0833,902.9608358
11/01/2017 6:00,903.52,905,902.51,904,122.3793043,110659.9298,903.7249137
11/01/2017 7:00,904,905,902.56,903.08,23.52637645,21268.70921,903.7677968
11/01/2017 8:00,904.89,904.99,900,904.29,188.7887765,170461.3241,903.7301146
11/01/2017 9:00,904.2,907,899.18,903,251.1638778,226682.9672,903.0559839
11/01/2017 10:00,902.25,908,902.2,906.68,724.551667,656866.3644,906.6866353
11/01/2017 11:00,906.46,907.99,903.51,904.97,368.2093744,333590.7902,906.5808881
11/01/2017 12:00,904.97,907.99,901.55,905.05,626.1625347,567122.7367,905.8707738
11/01/2017 13:00,905.24,907.96,904.07,906.15,424.7655226,385136.979,906.3498462
11/01/2017 14:00,906.12,909.33,905.63,909.33,575.007325,521854.5705,907.6847123
11/01/2017 15:00,909.02,909.4,908.46,909.34,290.5156743,264429.7169,909.2447725
11/01/2017 16:00,908.51,909.34,906.91,906.91,67.8396814,61598.30129,908.2772076
11/01/2017 17:00,908.36,908.85,906.13,908.85,229.5762243,208461.5936,907.7959081
11/01/2017 18:00,908.85,916.2,908.8,914.32,717.0961332,653782.8202,913.866726
11/01/2017 19:00,914.23,918.4,909.03,911.72,213.5747532,196979.0046,915.4320726
11/01/2017 20:00,911.72,913.39,909.05,911.43,53.94424413,49165.57012,911.4242545
11/01/2017 21:00,910.71,911.5,906.9,910.51,613.8544866,558636.2782,910.3228345
11/01/2017 22:00,911.22,911.22,845,865.97,3864.242875,3374282.486,878.735087
11/01/2017 23:00,866,875.52,860.01,868.17,1449.878603,1259443.194,867.5041226
12/01/2017 0:00,868.16,868.17,825.05,833.98,2647.372933,2228779.223,845.6050154
12/01/2017 1:00,833.08,833.08,790,801,3896.742661,3151415.606,809.221082
12/01/2017 2:00,801,820.02,790,808.12,2741.945628,2209410.539,805.80146
12/01/2017 3:00,809.11,819.98,799.77,813,3327.53118,2695146.676,811.4897584
12/01/2017 4:00,811.73,813,790.59,795.55,1536.307386,1234248.887,803.7957582
12/01/2017 5:00,793.66,809.95,791,800,1459.557833,1160942.965,796.2140026
12/01/2017 6:00,805.44,805.44,755,771.8,3379.353583,2618543.897,776.0354867
12/01/2017 7:00,771.44,783.35,762,773.45,1566.443868,1208878.058,771.8057527
12/01/2017 8:00,772.15,825.99,772.15,802.06,3228.577635,2576325.193,793.2713707
12/01/2017 9:00,803.86,803.86,780,784,1346.112739,1067145.778,794.5505632
12/01/2017 10:00,783.27,794.91,780,788.7,860.4450262,677087.8035,787.8770335
12/01/2017 11:00,787.63,797.6,783.98,788.49,705.1407561,555893.7346,789.5219348
12/01/2017 12:00,788.43,792,775.11,778.62,711.0174605,556567.5678,785.5973556
12/01/2017 13:00,778.7,782.37,755,766.05,1700.930782,1301110.187,764.8118053
12/01/2017 14:00,766,776.27,755.05,763.99,603.7956242,459613.3355,761.884339
12/01/2017 15:00,763.1,777.9,757.9,761.41,872.7030936,670454.7077,766.7825623
12/01/2017 16:00,761.88,775.18,758.01,768.01,672.0122395,515150.5185,766.6056701
12/01/2017 17:00,769,772.92,763,764.07,896.8157665,688512.8094,767.1473374
12/01/2017 18:00,763.48,763.48,758.04,761.45,475.1816184,361601.9178,760.8711085
12/01/2017 19:00,761.4,768.58,756.51,764.56,627.6191855,484920.5953,761.6951947
12/01/2017 20:00,764.32,765.31,751.34,758.07,630.7405805,478264.5789,761.234382
12/01/2017 21:00,758.07,768.86,753.5,762.05,730.0855585,555475.2591,761.8745209
12/01/2017 22:00,762.05,764.21,754.27,758.33,556.5082347,423326.5317,761.2367519
12/01/2017 23:00,758.82,778.9,757.33,778.52,555.254853,425083.4034,764.6520348
13/01/2017 0:00,778.57,782,756,767.11,869.4553376,670412.235,769.2534523
13/01/2017 1:00,767.11,771,766.73,770.98,286.8007713,220825.5885,770.2970537
13/01/2017 2:00,770.98,781.43,770.97,778.86,382.9217954,297852.5577,776.8140377
13/01/2017 3:00,779.94,781.8,777.44,779.81,553.463147,431241.1817,779.181587
13/01/2017 4:00,779.81,798.98,778.97,794.89,1005.008548,795638.1022,790.6947812
13/01/2017 5:00,794.85,811.34,794.18,807.55,1392.965389,1119838.242,802.4797659
13/01/2017 6:00,807.55,808.53,801,806.74,390.9745003,314614.4248,804.9836205
13/01/2017 7:00,806.74,807.06,802,806.97,548.9490628,441929.6256,805.5226985
13/01/2017 8:00,806.97,822,806.31,819.49,570.7240764,464487.2332,812.1124285
13/01/2017 9:00,818.56,825,814,818.36,1037.270965,850179.2276,819.6632584
13/01/2017 10:00,818.39,830,818.39,829.07,668.6234266,552549.0945,825.8042508
13/01/2017 11:00,829.33,832.99,803,815.98,932.5777387,763091.0242,823.184577
13/01/2017 12:00,815.79,818,800,807.47,427.7092604,346079.0617,811.333821
13/01/2017 13:00,807.51,811.69,805.77,811.67,245.0841376,198327.5197,809.1140676
13/01/2017 14:00,810.86,812,809.18,809.18,296.7436129,281105.0581,810.866022
13/01/2017 15:00,809.23,811.97,808.64,809.79,171.6662383,139184.0112,810.5067029
13/01/2017 16:00,809.82,809.82,786.61,786.61,392.8942548,313528.4749,799.7725239
13/01/2017 17:00,786.59,790.35,778.97,788.67,305.9722524,242038.6666,786.7375514
13/01/2017 18:00,788.82,788.82,778.09,784.71,295.5381046,231349.7026,783.5762689
13/01/2017 19:00,784.11,790.03,782.68,785.6,494.885811,389359.6511,787.2463035
13/01/2017 20:00,787.4,789.94,775,776.06,513.9473826,401335.4573,781.9993233
13/01/2017 21:00,776.08,796.04,776,787.17,646.0329268,509476.1825,787.1822698
13/01/2017 22:00,787.17,801.35,786.77,799.76,442.9937966,351138.4732,791.5126295
13/01/2017 23:00,799.75,803.62,791.8,796.97,527.8529683,421455.8314,798.1173566
14/01/2017 0:00,796.97,804.76,796.97,802.68,412.6030547,330872.0774,801.6055218
14/01/2017 1:00,802.24,802.68,792.22,798.75,404.5086222,322853.4404,798.2634142
14/01/2017 2:00,798.75,806.91,797.55,806.91,508.5833118,407764.2566,802.1751775
14/01/2017 3:00,805.87,812.86,802.71,811.84,325.1088444,266740.5756,806.7811846
14/01/2017 4:00,811.84,825,811.84,817.95,1461.727144,1194887.999,816.7776436
14/01/2017 5:00,816.94,831.4,816.58,827.92,1122.594765,928592.7945,825.1706432
14/01/2017 6:00,827.07,827.27,817,826.02,673.8076218,553662.4634,822.4466341
14/01/2017 7:00,826.02,826.5,819.75,825.39,236.3307527,194985.1775,823.1917065
